Component,Publication Grant Number,Publication Consortium Name,Publication Theme Name,Publication Doi,Publication Journal,Pubmed Id,Pubmed Url,Publication Title,Publication Year,Publication Keywords,Publication Authors,Publication Abstract,Publication Assay,Publication Tumor Type,Publication Tissue,Publication Dataset Alias,Publication Accessibility
PublicationView,CA254886,PS-ON,Mechano-genetics,10.1093/pnasnexus/pgad243,PNAS Nexus,37593202,https://pubmed.ncbi.nlm.nih.gov/37593202,Titrating CD47 by mismatch CRISPR-interference reveals incomplete repression can eliminate IgG-opsonized tumors but limits induction of antitumor IgG,2023,"Antibodies, Macrophages, Phagocytosis, Titration, Cd47","Brandon H Hayes, Hui Zhu, Jason C Andrechak, Lawrence J Dooling, Dennis E Discher","Phagocytic elimination of solid tumors by innate immune cells seems attractive for immunotherapy, particularly because of the possibilities for acquired immunity. However, the approach remains challenging, with blockade of the macrophage checkpoint CD47 working in immunodeficient mice and against highly immunogenic tumors but not in the clinic where tumors are poorly immunogenic. Even when mouse tumors of poorly immunogenic B16F10 melanoma are opsonized to drive engulfment with a suitable monoclonal antibody (mAb), anti-CD47 blockade remains insufficient. Using both in vitro immuno-tumoroids and in vivo mouse models, we show with CRISPR interference (CRISPRi) that a relatively uniform minimum repression of CD47 by 80% is needed for phagocytosis to dominate net growth when combined with an otherwise ineffective mAb (anti-Tyrp1). Heterogeneity enriches for CD47-high cells, but mice that eliminate tumors generate prophagocytic IgGs that increase in titer with CD47 repression and with tumor accumulation of macrophages, although deeper repression does not improve survival. Given well-known limitations of antibody permeation into solid tumors, our studies clarify benchmarks for CD47 disruption that should be more clinically feasible and safer but just as effective as complete ablation. Additionally, safe but ineffective opsonization in human melanoma trials suggests that combinations with deep repression of CD47 could prove effective and initiate durable immunity.","Flow Cytometry, Immunotherapy",Melanoma,Not Applicable,Not Applicable,Open Access
PublicationView,CA253553,CSBC,"Metabolism, Tumor-Immune",10.1016/j.biopha.2023.115450,Biomed Pharmacother,37703663,https://pubmed.ncbi.nlm.nih.gov/37703663,Translational strategies and systems biology insights for blood-brain barrier opening and delivery in brain tumors and Alzheimer's disease,2023,"Brain tumors, Alzheimer’s disease, systems biology, Clinical Studies, Cns Drug Delivery, Blood-brain Barrier Opening","Gefei Song, Pierce Plumlee, Ju Young Ahn, Stephen Tc Wong, Hong Zhao","The blood-brain barrier (BBB) plays a critical role in determining the effectiveness of systemic treatments for brain diseases. Over the years, several innovative approaches in BBB opening and drug delivery have been developed and progressed into clinical testing phases, including focused ultrasound (FUS) with circulating microbubbles, mannitol-facilitated delivery of anti-neoplastic drugs, receptor-mediated transcytosis (RMT) by antibody-drug conjugates (ADCs), and viral vectors for gene therapy. We provided a comprehensive review of the most recent clinical applications of these approaches in managing brain tumors and Alzheimer's disease (AD), two major devastating brain diseases. Moreover, the spatial-temporal molecular heterogeneity of the BBB under disease states emphasized the importance of utilizing emerging spatial systems biology approaches to unravel novel targets for intervention within BBB and tailor strategies for enhancing drug delivery to the brain. SEARCH STRATEGY AND SELECTION CRITERIA: Data for this Review were identified by searches of clinicaltrials.gov, MEDLINE, Current Contents, PubMed, and references from relevant articles using the search terms ""blood-brain barrier"", ""CNS drug delivery"", ""BBB modulation"", ""clinical trials"", ""systems biology"", ""primary or metastatic brain tumors"", ""Alzheimer's disease"". Abstracts and reports from meetings were included only when they related directly to previously published work. Only articles published in English between 1980 and 2023 were included.","Ultrasound Imaging, Imaging",Pan-cancer,Not Applicable,Not Applicable,Open Access
PublicationView,CA217297,CSBC,"Epigenetics, Drug Resistance/Sensitivity",10.1016/j.molcel.2023.08.027,Mol Cell,37738977,https://pubmed.ncbi.nlm.nih.gov/37738977,Hormone-induced enhancer assembly requires an optimal level of hormone receptor multivalent interactions,2023,"Phase separation, Enhancer, Androgen receptor, condensation, Multivalent Interaction, Intrinsically Disordered Region, Condensate Formation, Hormone-induced Enhancer Assembly","Lizhen Chen, Zhao Zhang, Qinyu Han, Barun K Maity, Leticia Rodrigues, Emily Zboril, Rashmi Adhikari, Su-Hyuk Ko, Xin Li, Shawn R Yoshida, Pengya Xue, Emilie Smith, Kexin Xu, Qianben Wang, Tim Hui-Ming Huang, Shasha Chong, Zhijie Liu","Transcription factors (TFs) activate enhancers to drive cell-specific gene programs in response to signals, but our understanding of enhancer assembly during signaling events is incomplete. Here, we show that androgen receptor (AR) forms condensates through multivalent interactions mediated by its N-terminal intrinsically disordered region (IDR) to orchestrate enhancer assembly in response to androgen signaling. AR IDR can be substituted by IDRs from selective proteins for AR condensation capacity and its function on enhancers. Expansion of the poly(Q) track within AR IDR results in a higher AR condensation propensity as measured by multiple methods, including live-cell single-molecule microscopy. Either weakening or strengthening AR condensation propensity impairs its heterotypic multivalent interactions with other enhancer components and diminishes its transcriptional activity. Our work reveals the requirement of an optimal level of AR condensation in mediating enhancer assembly and suggests that alteration of the fine-tuned multivalent IDR-IDR interactions might underlie AR-related human pathologies.","ATAC-Seq, ChIP-Seq, Global Run-On Sequencing",Pan-cancer,Not Applicable,"GSE215161, GSE215160, GSE215162",Open Access
PublicationView,CA268084,CCBIR,"Epigenetics, Platform Development, Computational Model Development",10.1038/s42003-023-05398-6,Commun Biol,37853046,https://pubmed.ncbi.nlm.nih.gov/37853046,Nucleoporin downregulation modulates progenitor differentiation independent of nuclear pore numbers,2023,,"Amy E Neely, Yang Zhang, Laura A Blumensaadt, Hongjing Mao, Benjamin Brenner, Cheng Sun, Hao F Zhang, Xiaomin Bao","Nucleoporins (NUPs) comprise nuclear pore complexes, gateways for nucleocytoplasmic transport. As primary human keratinocytes switch from the progenitor state towards differentiation, most NUPs are strongly downregulated, with NUP93 being the most downregulated NUP in this process. To determine if this NUP downregulation is accompanied by a reduction in nuclear pore numbers, we leveraged Stochastic Optical Reconstruction Microscopy. No significant changes in nuclear pore numbers were detected using three independent NUP antibodies; however, NUP reduction in other subcellular compartments such as the cytoplasm was identified. To investigate how NUP reduction influences keratinocyte differentiation, we knocked down NUP93 in keratinocytes in the progenitor-state culture condition. NUP93 knockdown diminished keratinocytes' clonogenicity and epidermal regenerative capacity, without drastically affecting nuclear pore numbers or permeability. Using transcriptome profiling, we identified that NUP93 knockdown induces differentiation genes related to both mechanical and immune barrier functions, including the activation of known NF-κB target genes. Consistently, keratinocytes with NUP93 knockdown exhibited increased nuclear localization of the NF-κB p65/p50 transcription factors, and increased NF-κB reporter activity. Taken together, these findings highlight the gene regulatory roles contributed by differential NUP expression levels in keratinocyte differentiation, independent of nuclear pore numbers.","Cell Culture, Plasmid Construction, Western Blotting, RT-qPCR, Imaging, Confocal Microscopy, RNA Sequencing, Apoptosis Assay, Luciferase Reporter Assay",Pan-cancer,Not Applicable,GSE209655,Open Access
PublicationView,CA210181,PS-ON,"Heterogeneity, Microenvironment, Tumor-Immune",10.1088/1361-6560/acfa5f,Phys Med Biol,37714187,https://pubmed.ncbi.nlm.nih.gov/37714187,Analysis and prediction of liver volume change maps derived from computational tomography scans acquired pre- and post-radiation therapy,2023,"Liver cancer, Radiation Therapy, Treatment Response, Deformable Image Registration, Deep Learning","Guillaume Cazoulat, Aashish C Gupta, Mais M Al Taie, Eugene J Koay, Kristy K Brock","External beam radiation therapy (EBRT) of liver cancers can cause local liver atrophy as a result of tissue damage or hypertrophy as a result of liver regeneration. Predicting those volumetric changes would enable new strategies for liver function preservation during treatment planning. However, understanding of the spatial dose/volume relationship is still limited. This study leverages the use of deep learning-based segmentation and biomechanical deformable image registration (DIR) to analyze and predict this relationship. Pre- and Post-EBRT imaging data were collected for 100 patients treated for hepatocellular carcinomas, cholangiocarcinoma or CRC with intensity-modulated radiotherapy (IMRT) with prescription doses ranging from 50 to 100 Gy delivered in 10-28 fractions. For each patient, DIR between the portal and venous (PV) phase of a diagnostic computed tomography (CT) scan acquired before radiation therapy (RT) planning, and a PV phase of a diagnostic CT scan acquired after the end of RT (on average 147 ± 36 d) was performed to calculate Jacobian maps representing volume changes in the liver. These volume change maps were used: (i): to analyze the dose/volume relationship in the whole liver and individual Couinaud's segments; and (ii): to investigate the use of deep-learning to predict a Jacobian map solely based on the pre-RT diagnostic CT and planned dose distribution. Moderate correlations between mean equivalent dose in 2 Gy fractions (EQD2) and volume change was observed for all liver sub-regions analyzed individually with Pearson correlation<i>r</i>ranging from -0.36 to -067. The predicted volume change maps showed a significantly stronger voxel-wise correlation with the DIR-based volume change maps than when considering the original EQD2 distribution (0.63 ± 0.24 versus 0.55 ± 23, respectively), demonstrating the ability of the proposed approach to establish complex relationships between planned dose and liver volume response months after treatment, which represents a promising prediction tool for the development of future adaptive and personalized liver radiation therapy strategies.","Computed Tomography, Deep Learning",Hepatocellular Carcinoma,Liver,Not Applicable,Open Access
PublicationView,CA256481,TEC,"Metastasis, Platform Development, Drug Resistance/Sensitivity",10.3892/ijo.2023.5565,Int J Oncol,37654190,https://pubmed.ncbi.nlm.nih.gov/37654190,"CHCHD2 mediates glioblastoma cell proliferation, mitochondrial metabolism, hypoxia‑induced invasion and therapeutic resistance",2023,"Mitochondria, Glioblastoma, Epidermal Growth Factor Receptor Variant Iii, Coiled‑coil‑helix‑coiled‑ Coil‑helix Domain‑containing Protein 2","Jan C Lumibao, Payton L Haak, Vladimir L Kolossov, Jee-Wei Emily Chen, Jeremy Stutchman, Alejandra Ruiz, Mayandi Sivaguru, Jann N Sarkaria, Brendan A C Harley, Andrew J Steelman, H Rex Gaskins","Glioblastoma (GBM) is the most common and malignant primary brain tumor affecting adults and remains incurable. The mitochondrial coiled‑coil‑helix‑coiled‑coil‑helix domain‑containing protein 2 (CHCHD2) has been demonstrated to mediate mitochondrial respiration, nuclear gene expression and cell migration; however, evidence of this in GBM is lacking. In the present study, it was hypothesized that CHCHD2 may play a functional role in U87 GBM cells expressing the constitutively active epidermal growth factor receptor variant III (EGFRvIII). The amplification of the <i>CHCHD2</i> gene was found to be associated with a decreased patient overall and progression‑free survival. The CHCHD2 mRNA levels were increased in high‑vs. low‑grade glioma, <i>IDH</i>‑wt GBMs, and in tumor vs. non‑tumor tissue. Additionally, CHCHD2 protein expression was greatest in invasive, EGFRvIII‑expressing patient‑derived samples. The CRISPR‑Cas9‑mediated knockout of CHCHD2 in EGFRvIII‑expressing U87 cells resulted in an altered mitochondrial respiration and glutathione status, in decreased cell growth and invasion under both normoxic and hypoxic conditions, and in an enhanced sensitivity to cytotoxic agents. CHCHD2 was distributed in both the mitochondria and nuclei of U87 and U87vIII cells, and the U87vIII cells exhibited a greater nuclear expression of CHCHD2 compared to isogenic U87 cells. Incubation under hypoxic conditions, serum starvation and the reductive unfolding of CHCHD2 induced the nuclear accumulation of CHCHD2 in both cell lines. Collectively, the findings of the present study indicate that CHCHD2 mediates a variety of GBM characteristics, and highlights mitonuclear retrograde signaling as a pathway of interest in GBM cell biology.","Cell Culture, Cell Proliferation Assay, Cytotoxicity Assay, Hydrogels, Western Blotting",Glioblastoma,Brain,Not Applicable,Open Access
PublicationView,CA268084,CCBIR,"Epigenetics, Platform Development, Computational Model Development",10.1117/1.jbo.29.s1.s11502,J Biomed Opt,37795311,https://pubmed.ncbi.nlm.nih.gov/37795311,Physically informed Monte Carlo simulation of dual-wedge prism-based spectroscopic single-molecule localization microscopy,2024,"Spectroscopy, Monte Carlo simulation, Super-resolution Microscopy, Single-molecule Localization Microscopy","Wei-Hong Yeo, Cheng Sun, Hao F Zhang","Significance: The dual-wedge prism (DWP)-based spectroscopic single-molecule localization microscopy (sSMLM) system offers improved localization precision and adjustable spectral or localization performance, but its nonlinear spectral dispersion presents a challenge. A systematic method can help understand the challenges and thereafter optimize the DWP system's performance by customizing the system parameters to maximize the spectral or localization performance for various molecular labels. Aim: We developed a Monte Carlo (MC)-based model that predicts the imaging output of the DWP-based sSMLM system given different system parameters. Approach: We assessed our MC model's localization and spectral precisions by comparing our simulation against theoretical equations and fluorescent microspheres. Furthermore, we simulated the DWP-based system using beamsplitters (BSs) with a reflectance (R):transmittance (T) of R50:T50 and R30:T70 and their tradeoffs. Results: Our MC simulation showed average deviations of 2.5 and 2.1 nm for localization and spectral precisions against theoretical equations and 2.3 and 1.0 nm against fluorescent microspheres. An R30:T70 BS improved the spectral precision by 8% but worsened the localization precision by 35% on average compared with an R50:T50 BS. Conclusions: The MC model accurately predicted the localization precision, spectral precision, spectral peaks, and spectral widths of fluorescent microspheres, as validated by experimental data. Our work enhances the theoretical understanding of DWP-based sSMLM for multiplexed imaging, enabling performance optimization.","Single-Molecule Localization Microscopy, Mathematical Modeling",Pan-cancer,Not Applicable,Not Applicable,Open Access
PublicationView,CA251443,TEC,"Platform Development, Microenvironment, Drug Resistance/Sensitivity",10.1038/s41467-023-41907-1,Nat Commun,37872151,https://pubmed.ncbi.nlm.nih.gov/37872151,Hierarchical assembly of tryptophan zipper peptides into stress-relaxing bioactive hydrogels,2023,,"Ashley K Nguyen, Thomas G Molley, Egi Kardia, Sylvia Ganda, Sudip Chakraborty, Sharon L Wong, Juanfang Ruan, Bethany E Yee, Jitendra Mata, Abhishek Vijayan, Naresh Kumar, Richard D Tilley, Shafagh A Waters, Kristopher A Kilian","Soft materials in nature are formed through reversible supramolecular assembly of biological polymers into dynamic hierarchical networks. Rational design has led to self-assembling peptides with structural similarities to natural materials. However, recreating the dynamic functional properties inherent to natural systems remains challenging. Here we report the discovery of a short peptide based on the tryptophan zipper (trpzip) motif, that shows multiscale hierarchical ordering that leads to emergent dynamic properties. Trpzip hydrogels are antimicrobial and self-healing, with tunable viscoelasticity and unique yield-stress properties that allow immediate harvest of embedded cells through a flick of the wrist. This characteristic makes Trpzip hydrogels amenable to syringe extrusion, which we demonstrate with examples of cell delivery and bioprinting. Trpzip hydrogels display innate bioactivity, allowing propagation of human intestinal organoids with apical-basal polarization. Considering these extensive attributes, we anticipate the Trpzip motif will prove a versatile building block for supramolecular assembly of soft materials for biotechnology and medicine.","Hydrogels, Transmission Electron Microscopy, Fourier-Transform Infrared Spectroscopy, Cryo-Electron Microscopy, Scanning Electron Microscopy, Organoid, Cell Viability Assay, 3D Bioprinting",Pan-cancer,Not Applicable,PXD038870,Open Access
PublicationView,CA232382,CSBC,"Drug Resistance/Sensitivity, Tumor-Immune",10.1016/j.annonc.2023.08.008,Ann Oncol,37777307,https://pubmed.ncbi.nlm.nih.gov/37777307,Treatment of evolving cancers will require dynamic decision support,2023,"Mathematical Modeling, Cancer Ecology And Evolution, Treatment Scheduling","M A R Strobl, J Gallaher, M Robertson-Tessi, J West, A R A Anderson","Cancer research has traditionally focused on developing new agents, but an underexplored question is that of the dose and frequency of existing drugs. Based on the modus operandi established in the early days of chemotherapies, most drugs are administered according to predetermined schedules that seek to deliver the maximum tolerated dose and are only adjusted for toxicity. However, we believe that the complex, evolving nature of cancer requires a more dynamic and personalized approach. Chronicling the milestones of the field, we show that the impact of schedule choice crucially depends on processes driving treatment response and failure. As such, cancer heterogeneity and evolution dictate that a one-size-fits-all solution is unlikely-instead, each patient should be mapped to the strategy that best matches their current disease characteristics and treatment objectives (i.e. their 'tumorscape'). To achieve this level of personalization, we need mathematical modeling. In this perspective, we propose a five-step 'Adaptive Dosing Adjusted for Personalized Tumorscapes (ADAPT)' paradigm to integrate data and understanding across scales and derive dynamic and personalized schedules. We conclude with promising examples of model-guided schedule personalization and a call to action to address key outstanding challenges surrounding data collection, model development, and integration.",Mathematical Modeling,Pan-cancer,Not Applicable,Not Applicable,Open Access
PublicationView,CA268069,CCBIR,"Immunotherapy, Platform Development, Microenvironment, Tumor-Immune",10.1016/j.media.2023.102961,Med Image Anal,37802011,https://pubmed.ncbi.nlm.nih.gov/37802011,Collagen fiber centerline tracking in fibrotic tissue via deep neural networks with variational autoencoder-based synthetic training data generation,2023,"Collagen fiber, Digital Pathology, Generative Model, Deep Learning, Variational Autoencoder","Hyojoon Park, Bin Li, Yuming Liu, Michael S Nelson, Helen M Wilson, Eftychios Sifakis, Kevin W Eliceiri","The role of fibrillar collagen in the tissue microenvironment is critical in disease contexts ranging from cancers to chronic inflammations, as evidenced by many studies. Quantifying fibrillar collagen organization has become a powerful approach for characterizing the topology of collagen fibers and studying the role of collagen fibers in disease progression. We present a deep learning-based pipeline to quantify collagen fibers' topological properties in microscopy-based collagen images from pathological tissue samples. Our method leverages deep neural networks to extract collagen fiber centerlines and deep generative models to create synthetic training data, addressing the current shortage of large-scale annotations. As a part of this effort, we have created and annotated a collagen fiber centerline dataset, with the hope of facilitating further research in this field. Quantitative measurements such as fiber orientation, alignment, density, and length can be derived based on the centerline extraction results. Our pipeline comprises three stages. Initially, a variational autoencoder is trained to generate synthetic centerlines possessing controllable topological properties. Subsequently, a conditional generative adversarial network synthesizes realistic collagen fiber images from the synthetic centerlines, yielding a synthetic training set of image-centerline pairs. Finally, we train a collagen fiber centerline extraction network using both the original and synthetic data. Evaluation using collagen fiber images from pancreas, liver, and breast cancer samples collected via second-harmonic generation microscopy demonstrates our pipeline's superiority over several popular fiber centerline extraction tools. Incorporating synthetic data into training further enhances the network's generalizability. Our code is available at https://github.com/uw-loci/collagen-fiber-metrics.",Pending Annotation,Pending Annotation,Pending Annotation,,Restricted Access
PublicationView,CA210180,PS-ON,"Evolution, Heterogeneity, Microenvironment",10.1038/s42255-023-00890-z,Nat Metab,37798473,https://pubmed.ncbi.nlm.nih.gov/37798473,Spatially resolved metabolomics and isotope tracing reveal dynamic metabolic responses of dentate granule neurons with acute stimulation,2023,,"Anne Miller, Elisa M York, Sylwia A Stopka, Juan Ramón Martínez-François, Md Amin Hossain, Gerard Baquer, Michael S Regan, Nathalie Y R Agar, Gary Yellen","Neuronal activity creates an intense energy demand that must be met by rapid metabolic responses. To investigate metabolic adaptations in the neuron-enriched dentate granule cell (DGC) layer within its native tissue environment, we employed murine acute hippocampal brain slices, coupled with fast metabolite preservation and followed by mass spectrometry (MS) imaging, to generate spatially resolved metabolomics and isotope-tracing data. Here we show that membrane depolarization induces broad metabolic changes, including increased glycolytic activity in DGCs. Increased glucose metabolism in response to stimulation is accompanied by mobilization of endogenous inosine into pentose phosphates via the action of purine nucleotide phosphorylase (PNP). The PNP reaction is an integral part of the neuronal response to stimulation, because inhibition of PNP leaves DGCs energetically impaired during recovery from strong activation. Performing MS imaging on brain slices bridges the gap between live-cell physiology and the deep chemical analysis enabled by MS.",Pending Annotation,Pending Annotation,Pending Annotation,,Restricted Access
PublicationView,CA238728,CSBC,"Microenvironment, Tumor-Immune",10.1158/2326-6066.cir-22-0699,Cancer Immunol Res,37478171,https://pubmed.ncbi.nlm.nih.gov/37478171,Combinatorial Immunotherapy with Agonistic CD40 Activates Dendritic Cells to Express IL12 and Overcomes PD-1 Resistance,2023,,"Irina Krykbaeva, Kate Bridges, William Damsky, Gabriela A Pizzurro, Amanda F Alexander, Meaghan K McGeary, Koonam Park, Viswanathan Muthusamy, James Eyles, Nadia Luheshi, Noel Turner, Sarah A Weiss, Kelly Olino, Susan M Kaech, Harriet M Kluger, Kathryn Miller-Jensen, Marcus Bosenberg","Checkpoint inhibitors have revolutionized cancer treatment, but resistance remains a significant clinical challenge. Myeloid cells within the tumor microenvironment can modulate checkpoint resistance by either supporting or suppressing adaptive immune responses. Using an anti-PD-1-resistant mouse melanoma model, we show that targeting the myeloid compartment via CD40 activation and CSF1R blockade in combination with anti-PD-1 results in complete tumor regression in a majority of mice. This triple therapy combination was primarily CD40 agonist-driven in the first 24 hours after therapy and showed a similar systemic cytokine profile in human patients as was seen in mice. Functional single-cell cytokine secretion profiling of dendritic cells (DC) using a novel microwell assay identified a CCL22+CCL5+ IL12-secreting DC subset as important early-stage effectors of triple therapy. CD4+ and CD8+ T cells are both critical effectors of treatment, and systems analysis of single-cell RNA sequencing data supported a role for DC-secreted IL12 in priming T-cell activation and recruitment. Finally, we showed that treatment with a novel IL12 mRNA therapeutic alone was sufficient to overcome PD-1 resistance and cause tumor regression. Overall, we conclude that combining myeloid-based innate immune activation and enhancement of adaptive immunity is a viable strategy to overcome anti-PD-1 resistance.",Pending Annotation,Pending Annotation,Pending Annotation,"GSE230004, SRX20853535, GSE236303, SRX20853536, SRX20003477, SRP433257, SRP446856",Restricted Access
PublicationView,CA217378,CSBC,"Heterogeneity, Evolution, Drug Resistance/Sensitivity",10.3791/65865,J Vis Exp,37782104,https://pubmed.ncbi.nlm.nih.gov/37782104,Establishing a Physiologic Human Vascularized Micro-Tumor Model for Cancer Research,2023,,"Stephanie J Hachey, Daniela Gaebler, Christopher C W Hughes","A lack of validated cancer models that recapitulate the tumor microenvironment of solid cancers in vitro remains a significant bottleneck for preclinical cancer research and therapeutic development. To overcome this problem, we have developed the vascularized microtumor (VMT), or tumor chip, a microphysiological system that realistically models the complex human tumor microenvironment. The VMT forms de novo within a microfluidic platform by co-culture of multiple human cell types under dynamic, physiological flow conditions. This tissue-engineered micro-tumor construct incorporates a living perfused vascular network that supports the growing tumor mass just as newly formed vessels do in vivo. Importantly, drugs and immune cells must cross the endothelial layer to reach the tumor, modeling in vivo physiological barriers to therapeutic delivery and efficacy. Since the VMT platform is optically transparent, high-resolution imaging of dynamic processes such as immune cell extravasation and metastasis can be achieved with direct visualization of fluorescently labeled cells within the tissue. Further, the VMT retains in vivo tumor heterogeneity, gene expression signatures, and drug responses. Virtually any tumor type can be adapted to the platform, and primary cells from fresh surgical tissues grow and respond to drug treatment in the VMT, paving the way toward truly personalized medicine. Here, the methods for establishing the VMT and utilizing it for oncology research are outlined. This innovative approach opens new possibilities for studying tumors and drug responses, providing researchers with a powerful tool to advance cancer research.",Pending Annotation,Pending Annotation,Pending Annotation,,Restricted Access
PublicationView,CA217655,PS-ON,"Metabolism, Tumor-Immune, Drug Resistance/Sensitivity",10.1016/j.trac.2023.117300,Trends Analyt Chem,37840599,https://pubmed.ncbi.nlm.nih.gov/37840599,Non-Mass Spectrometric Targeted Single-Cell Metabolomics,2023,"Surface Chemistry, microfluidic chip, Raman Microscopy, Single-cell Amperometry, Single-cell Metabolism, Fluorescent Metabolic Tracer","Hanjun Cheng, Yin Tang, Zhonghan Li, Zhili Guo, James R Heath, Min Xue, Wei Wei","Metabolic assays serve as pivotal tools in biomedical research, offering keen insights into cellular physiological and pathological states. While mass spectrometry (MS)-based metabolomics remains the gold standard for comprehensive, multiplexed analyses of cellular metabolites, innovative technologies are now emerging for the targeted, quantitative scrutiny of metabolites and metabolic pathways at the single-cell level. In this review, we elucidate an array of these advanced methodologies, spanning synthetic and surface chemistry techniques, imaging-based methods, and electrochemical approaches. We summarize the rationale, design principles, and practical applications for each method, and underscore the synergistic benefits of integrating single-cell metabolomics (scMet) with other single-cell omics technologies. Concluding, we identify prevailing challenges in the targeted scMet arena and offer a forward-looking commentary on future avenues and opportunities in this rapidly evolving field.",Pending Annotation,Pending Annotation,Pending Annotation,,Restricted Access
PublicationView,CA224012,PDMC,"Experimental Model Development, Heterogeneity, Drug Resistance/Sensitivity",10.1158/0008-5472.can-23-0972,Cancer Res,37683260,https://pubmed.ncbi.nlm.nih.gov/37683260,Targeting the RNA-binding protein HuR in cancer,2023,,"Jennifer M Finan, Thomas L Sutton, Dan A Dixon, Jonathan R Brody","The RNA-binding protein human antigen R (HuR) is a well-established regulator of gene expression at the post-transcriptional level. HuR dysregulation has been implicated in various human diseases, particularly cancer. HuR is considered ""active"" in cancer when it shows increased subcellular localization in the cytoplasm, in addition to its normal nuclear localization. Cytoplasmic HuR plays a crucial role in stabilizing and enhancing the translation of pro-survival mRNAs that are involved in stress responses relevant to cancer progression. The abundance and activity of HuR in cancer cells compared to normal cells makes it an appealing target for cancer treatment. This review aims to explore the role of HuR in homeostasis and cancer pathophysiology, as well as current targeting strategies. Furthermore, we discuss recent studies investigating potential synergy between HuR inhibition and traditional chemotherapeutics, which support the potential of exploiting the principles underlying the function of HuR in tumorigenesis and resistance to stressors to enhance the efficacy of other therapies.",Pending Annotation,Pending Annotation,Pending Annotation,,Restricted Access
