Component,Publication Grant Number,Publication Consortium Name,Publication Theme Name,Publication Doi,Publication Journal,Pubmed Id,Pubmed Url,Publication Title,Publication Year,Publication Keywords,Publication Authors,Publication Abstract,Publication Assay,Publication Tumor Type,Publication Tissue,Publication Dataset Alias,Publication Accessibility,
PublicationView,CA263001,MetNet,"Microenvironment, Heterogeneity, Metastasis",10.1016/j.celrep.2023.113363,Cell Rep,37924516,https://pubmed.ncbi.nlm.nih.gov/37924516,Super-enhancer-driven expression of BAHCC1 promotes melanoma cell proliferation and genome stability,2023,"Melanoma, Gene Expression, Genome Stability, Super-enhancer, Bahcc1, Cp: Cancer","Pietro Berico, Maguelone Nogaret, Max Cigrang, Antonin Lallement, Fatemeh Vand-Rajabpour, Amanda Flores-Yanke, Giovanni Gambi, Guillaume Davidson, Leane Seno, Julian Obid, Bujamin H Vokshi, Stephanie Le Gras, Gabrielle Mengus, Tao Ye, Carlos Fernandez Cordero, Mélanie Dalmasso, Emmanuel Compe, Corine Bertolotto, Eva Hernando, Irwin Davidson, Frédéric Coin","Super-enhancers (SEs) are stretches of enhancers ensuring a high level of expression of key genes associated with cell function. The identification of cancer-specific SE-driven genes is a powerful means for the development of innovative therapeutic strategies. Here, we identify a MITF/SOX10/TFIIH-dependent SE promoting the expression of BAHCC1 in a broad panel of melanoma cells. BAHCC1 is highly expressed in metastatic melanoma and is required for tumor engraftment, growth, and dissemination. Integrative genomics analyses reveal that BAHCC1 is a transcriptional regulator controlling expression of E2F/KLF-dependent cell-cycle and DNA-repair genes. BAHCC1 associates with BRG1-containing remodeling complexes at the promoters of these genes. BAHCC1 silencing leads to decreased cell proliferation and delayed DNA repair. Consequently, BAHCC1 deficiency cooperates with PARP inhibition to induce melanoma cell death. Our study identifies BAHCC1 as an SE-driven gene expressed in melanoma and demonstrates how its inhibition can be exploited as a therapeutic target.","RNA Sequencing, CUT&Tag-Sequencing       ",Cutaneous Melanoma       ,Skin,"GSE205462, GSE201702",Open Access,
PublicationView,CA193461,PS-ON,"Microenvironment, Drug Resistance/Sensitivity, Heterogeneity, Evolution",10.1016/j.celrep.2023.113564,Cell Rep,38100350,https://pubmed.ncbi.nlm.nih.gov/38100350,Heterogeneity and transcriptional drivers of triple-negative breast cancer,2023,"Triple-negative Breast Cancer, Tumor Heterogeneity, Cp: Cancer","Bojana Jovanović, Daniel Temko, Laura E Stevens, Marco Seehawer, Anne Fassl, Katherine Murphy, Jayati Anand, Kodie Garza, Anushree Gulvady, Xintao Qiu, Nicholas W Harper, Veerle W Daniels, Huang Xiao-Yun, Jennifer Y Ge, Maša Alečković, Jason Pyrdol, Kunihiko Hinohara, Shawn B Egri, Malvina Papanastasiou, Raga Vadhi, Alba Font-Tello, Robert Witwicki, Guillermo Peluffo, Anne Trinh, Shaokun Shu, Benedetto Diciaccio, Muhammad B Ekram, Ashim Subedee, Zachary T Herbert, Kai W Wucherpfennig, Anthony G Letai, Jacob D Jaffe, Piotr Sicinski, Myles Brown, Deborah Dillon, Henry W Long, Franziska Michor, Kornelia Polyak","Triple-negative breast cancer (TNBC) is a heterogeneous disease with limited treatment options. To characterize TNBC heterogeneity, we defined transcriptional, epigenetic, and metabolic subtypes and subtype-driving super-enhancers and transcription factors by combining functional and molecular profiling with computational analyses. Single-cell RNA sequencing revealed relative homogeneity of the major transcriptional subtypes (luminal, basal, and mesenchymal) within samples. We found that mesenchymal TNBCs share features with mesenchymal neuroblastoma and rhabdoid tumors and that the PRRX1 transcription factor is a key driver of these tumors. PRRX1 is sufficient for inducing mesenchymal features in basal but not in luminal TNBC cells via reprogramming super-enhancer landscapes, but it is not required for mesenchymal state maintenance or for cellular viability. Our comprehensive, large-scale, multiplatform, multiomics study of both experimental and clinical TNBC is an important resource for the scientific and clinical research communities and opens venues for future investigation.","ChIP-Seq, RNA Sequencing, Mass Spectrometry, Mass Cytometry, Immunofluorescent Staining Method, Immunohistochemistry Staining Method, Single Cell RNA-Sequencing",Triple-Negative Breast Carcinoma       ,Not Applicable,GSE202776,Open Access,
PublicationView,CA256054,TEC,"Mechano-resistance, Metastasis, Platform Development",10.1016/j.imbio.2023.152744,Immunobiology,37729773,https://pubmed.ncbi.nlm.nih.gov/37729773,Fluid shear stress enhances dendritic cell activation,2023,"Dendritic cells, fluid shear stress, Cancer Immunotherapy","Jenna A Dombroski, Schyler J Rowland, Abigail R Fabiano, Samantha V Knoblauch, Jacob M Hope, Michael R King","Ex vivo activation of dendritic cells (DCs) has been widely explored for targeted therapies, although these treatments remain expensive. Reducing treatment costs while enhancing cell activation could help to make immunotherapies more accessible. Cells can be activated by both internal and external forces including fluid shear stress (FSS). FSS activates cells via opening of mechanosensitive ion channels. In this study, dendritic cells were activated by sustained exposure to circulatory levels of fluid shear stress using a cone-and-plate flow device and analyzed for activation markers. After 1 h of shear stress exposure, an increase in cytokine release was present in immortalized cells as well as phosphorylation of the proteins NF-κB and cFos in primary DCs. Changes in DC morphology, metabolism and proliferation were also observed. These compelling new findings point to the potential for using FSS to activate DCs for ex vivo therapeutics.","Cell Culture, Flow Cytometry, Confocal Microscopy",Pan-cancer,Not Applicable,Not Applicable,Open Access,
PublicationView,CA217376,CSBC,"Microenvironment, Heterogeneity, Epigenetics, Evolution",10.1038/s41467-023-43329-5,Nat Commun,38030613,https://pubmed.ncbi.nlm.nih.gov/38030613,Contribution of pks<sup>+</sup> E. coli mutations to colorectal carcinogenesis,2023,,"Bingjie Chen, Daniele Ramazzotti, Timon Heide, Inmaculada Spiteri, Javier Fernandez-Mateos, Chela James, Luca Magnani, Trevor A Graham, Andrea Sottoriva","The dominant mutational signature in colorectal cancer genomes is C > T deamination (COSMIC Signature 1) and, in a small subgroup, mismatch repair signature (COSMIC signatures 6 and 44). Mutations in common colorectal cancer driver genes are often not consistent with those signatures. Here we perform whole-genome sequencing of normal colon crypts from cancer patients, matched to a previous multi-omic tumour dataset. We analyse normal crypts that were distant vs adjacent to the cancer. In contrast to healthy individuals, normal crypts of colon cancer patients have a high incidence of pks + (polyketide synthases) E.coli (Escherichia coli) mutational and indel signatures, and this is confirmed by metagenomics. These signatures are compatible with many clonal driver mutations detected in the corresponding cancer samples, including in chromatin modifier genes, supporting their role in early tumourigenesis. These results provide evidence that pks + E.coli is a potential driver of carcinogenesis in the human gut.",Whole Genome Sequencing       ,Colorectal Carcinoma       ,Colon       ,EGAS00001005230,Open Access,
PublicationView,CA268069,CCBIR,"Tumor-Immune, Microenvironment, Immunotherapy, Platform Development",10.3389/fbinf.2023.1286983,Front Bioinform,38098814,https://pubmed.ncbi.nlm.nih.gov/38098814,Real-time open-source FLIM analysis,2023,"Fluorescence lifetime, Flim, Open Source, Phasor, Napari, Live Flim, Real-Time Flim Analysis","Kevin K D Tan, Mark A Tsuchida, Jenu V Chacko, Niklas A Gahm, Kevin W Eliceiri","Fluorescence lifetime imaging microscopy (FLIM) provides valuable quantitative insights into fluorophores' chemical microenvironment. Due to long computation times and the lack of accessible, open-source real-time analysis toolkits, traditional analysis of FLIM data, particularly with the widely used time-correlated single-photon counting (TCSPC) approach, typically occurs after acquisition. As a result, uncertainties about the quality of FLIM data persist even after collection, frequently necessitating the extension of imaging sessions. Unfortunately, prolonged sessions not only risk missing important biological events but also cause photobleaching and photodamage. We present the first open-source program designed for real-time FLIM analysis during specimen scanning to address these challenges. Our approach combines acquisition with real-time computational and visualization capabilities, allowing us to assess FLIM data quality on the fly. Our open-source real-time FLIM viewer, integrated as a Napari plugin, displays phasor analysis and rapid lifetime determination (RLD) results computed from real-time data transmitted by acquisition software such as the open-source Micro-Manager-based OpenScan package. Our method facilitates early identification of FLIM signatures and data quality assessment by providing preliminary analysis during acquisition. This not only speeds up the imaging process, but it is especially useful when imaging sensitive live biological samples.",Fluorescence Lifetime Imaging Microscopy,Pan-cancer,Not Applicable,Not Applicable,Open Access,
PublicationView,CA228963,PS-ON,Tumor-Immune,10.1182/blood.2023020644,Blood,37699201,https://pubmed.ncbi.nlm.nih.gov/37699201,Spatial transcriptomics reveals distinct tissue niches linked with steroid responsiveness in acute gastrointestinal GVHD,2023,,"Bidish K Patel, Michael J Raabe, Evan R Lang, Yuhui Song, Chenyue Lu, Vikram Deshpande, Linda T Nieman, Martin J Aryee, Yi-Bin Chen, David T Ting, Zachariah DeFilipp","Severe acute graft-versus-host disease (aGVHD) is associated with significant mortality and morbidity, especially in steroid-resistant (SR) cases. Spatial transcriptomic technology can elucidate tissue-based interactions in vivo and possibly identify predictors of treatment response. Tissue sections from 32 treatment-naïve patients with biopsy-confirmed lower gastrointestinal (GI) aGVHD were obtained. The GeoMx digital spatial profiler was used to capture transcriptome profiles of >18 000 genes from different foci of immune infiltrates, colonic epithelium, and vascular endothelium. Each tissue compartment sampled showed 2 distinct clusters that were analyzed for differential expression and spatially resolved correlation of gene signatures. Classic cell-mediated immunity signatures, normal differentiated epithelial cells, and inflamed vasculature dominated foci sampled from steroid-sensitive cases. In contrast, a neutrophil predominant noncanonical inflammation with regenerative epithelial cells and some indication of angiogenic endothelial response was overrepresented in areas from SR cases. Evaluation of potential prognostic biomarkers identified ubiquitin specific peptidase 17-like (USP17L) family of genes as being differentially expressed in immune cells from patients with worsened survival. In summary, we demonstrate distinct tissue niches with unique gene expression signatures within lower GI tissue from patients with aGVHD and provide evidence of a potential prognostic biomarker.",Pending Annotation,Pending Annotation,Pending Annotation,,Restricted Access,
PublicationView,,,,10.1158/2159-8290.cd-22-1301,Cancer Discov,37728660,https://pubmed.ncbi.nlm.nih.gov/37728660,Formate Supplementation Enhances Antitumor CD8+ T-cell Fitness and Efficacy of PD-1 Blockade,2023,,"Jared H Rowe, Ilaria Elia, Osmaan Shahid, Emily F Gaudiano, Natalia E Sifnugel, Sheila Johnson, Amy G Reynolds, Megan E Fung, Shakchhi Joshi, Martin W LaFleur, Joon Seok Park, Kristen E Pauken, Joshua D Rabinowitz, Gordon J Freeman, Marcia C Haigis, Arlene H Sharpe","The tumor microenvironment (TME) restricts antitumor CD8+ T-cell function and immunotherapy responses. Cancer cells compromise the metabolic fitness of CD8+ T cells within the TME, but the mechanisms are largely unknown. Here we demonstrate that one-carbon (1C) metabolism is enhanced in T cells in an antigen-specific manner. Therapeutic supplementation of 1C metabolism using formate enhances CD8+ T-cell fitness and antitumor efficacy of PD-1 blockade in B16-OVA tumors. Formate supplementation drives transcriptional alterations in CD8+ T-cell metabolism and increases gene signatures for cellular proliferation and activation. Combined formate and anti-PD-1 therapy increases tumor-infiltrating CD8+ T cells, which are essential for enhanced tumor control. Our data demonstrate that formate provides metabolic support to CD8+ T cells reinvigorated by anti-PD-1 to overcome a metabolic vulnerability in 1C metabolism in the TME to further improve T-cell function. Significance: This study identifies that deficiencies in 1C metabolism limit the efficacy of PD-1 blockade in B16-OVA tumors. Supplementing 1C metabolism with formate during anti-PD-1 therapy enhances CD8+ T-cell fitness in the TME and CD8+ T-cell-mediated tumor clearance. These findings demonstrate that formate supplementation can enhance exhausted CD8+ T-cell function. See related commentary by Lin et al., p. 2507. This article is featured in Selected Articles from This Issue, p. 2489.",Pending Annotation,Pending Annotation,Pending Annotation,"SRX21286784, SRX21286785, SRX21286780, SRX21286781, SRX21286778, SRX21286777, SRP453893, SRX21286786, SRX21286776, SRX21286782, SRX21286783, GSE240231, SRX21286779",Restricted Access,
PublicationView,CA254886,PS-ON,Mechano-genetics,10.1091/mbc.e23-06-0207,Mol Biol Cell,37903225,https://pubmed.ncbi.nlm.nih.gov/37903225,"Differences in cell shape, motility, and growth reflect chromosomal number variations that can be visualized with live-cell ChReporters",2023,,"Michael P Tobin, Charlotte R Pfeifer, Peter Kuangzheng Zhu, Brandon H Hayes, Mai Wang, Manasvita Vashisth, Yuntao Xia, Steven H Phan, Susanna A Belt, Jerome Irianto, Dennis E Discher","Chromosome numbers often change dynamically in tumors and cultured cells, which complicates therapy as well as understanding genotype-mechanotype relationships. Here we use a live-cell ""ChReporter"" method to identify cells with a single chromosomal loss in efforts to better understand differences in cell shape, motility, and growth. We focus on a standard cancer line and first show clonal populations that retain the ChReporter exhibit large differences in cell and nuclear morphology as well as motility. Phenotype metrics follow simple rules, including migratory persistence scaling with speed, and cytoskeletal differences are evident from drug responses, imaging, and single-cell RNA sequencing. However, mechanotype-genotype relationships between fluorescent ChReporter-positive clones proved complex and motivated comparisons of clones that differ only in loss or retention of a Chromosome-5 ChReporter. When lost, fluorescence-null cells show low expression of Chromosome-5 genes, including a key tumor suppressor <i>APC</i> that regulates microtubules and proliferation. Colonies are compact, nuclei are rounded, and cells proliferate more, with drug results implicating APC, and patient survival data indicating an association in multiple tumor-types. Visual identification of genotype with ChReporters can thus help clarify mechanotype and mechano-evolution.",Pending Annotation,Pending Annotation,Pending Annotation,,Restricted Access,
PublicationView,CA279560,TEC,"Tumor-Immune, Tumor Progression",10.1039/d3lc00486d,Lab Chip,37981867,https://pubmed.ncbi.nlm.nih.gov/37981867,A human initial lymphatic chip reveals distinct mechanisms of primary lymphatic valve dysfunction in acute and chronic inflammation,2023,,"Samantha Kraus, Esak Lee","Interstitial fluid uptake and retention by lymphatic vessels (LVs) play a role in maintaining interstitial fluid homeostasis. While it is well-established that intraluminal lymphatic valves in the collecting LVs prevent fluid backflow (secondary lymphatic valves), a separate valve system in the initial LVs that only permits interstitial fluid influx into the LVs, preventing fluid leakage back to the interstitium (primary lymphatic valves), remains incompletely understood. Although lymphatic dysfunction is commonly observed in inflammation and autoimmune diseases, how the primary lymphatic valves are affected by acute and chronic inflammation has scarcely been explored and even less so using <i>in vitro</i> lymphatic models. Here, we developed a human initial lymphatic vessel chip where interstitial fluid pressure and luminal fluid pressure are controlled to examine primary lymph valve function. In normal conditions, lymphatic drainage (fluid uptake) and permeability (fluid leakage) in engineered LVs were maintained high and low, respectively, which was consistent with our understanding of healthy primary lymph valves. Next, we examined the effects of acute and chronic inflammation. Under the acute inflammation condition with a TNF-α treatment (2 hours), degradation of fibrillin and impeded lymphatic drainage were observed, which were reversed by treatment with anti-inflammatory dexamethasone. Surprisingly, the chronic inflammation condition (repeated TNF-α treatments during 48 hours) deposited fibrillin to compensate for the fibrillin loss, showing no change in lymphatic drainage. Instead, the chronic inflammation condition led to cell death and disruption of lymphatic endothelial cell-cell junctions, increasing lymphatic permeability and fluid leakage. Our human lymphatic model shows two distinct mechanisms by which primary lymphatic valve dysfunction occurs in acute and chronic inflammation.",Pending Annotation,Pending Annotation,Pending Annotation,,Restricted Access,
PublicationView,CA209997,CSBC,"Drug Resistance/Sensitivity, Heterogeneity",10.1016/j.chembiol.2023.11.007,Cell Chem Biol,38061356,https://pubmed.ncbi.nlm.nih.gov/38061356,Subtype-selective prenylated isoflavonoids disrupt regulatory drivers of MYCN-amplified cancers,2023,"Neuroblastoma, Isoflavonoid, drug discovery, Ck2, Pomiferin, Viper, Mycn, Casein Kinase 2, Plateseq, Isopomiferin","Michael E Stokes, Alessandro Vasciaveo, Jonnell Candice Small, Arie Zask, Eduard Reznik, Nailah Smith, Qian Wang, Jacob Daniels, Farhad Forouhar, Presha Rajbhandari, Andrea Califano, Brent R Stockwell","Transcription factors have proven difficult to target with small molecules because they lack pockets necessary for potent binding. Disruption of protein expression can suppress targets and enable therapeutic intervention. To this end, we developed a drug discovery workflow that incorporates cell-line-selective screening and high-throughput expression profiling followed by regulatory network analysis to identify compounds that suppress regulatory drivers of disease. Applying this approach to neuroblastoma (NBL), we screened bioactive molecules in cell lines representing its MYC-dependent (MYCNA) and mesenchymal (MES) subtypes to identify selective compounds, followed by PLATESeq profiling of treated cells. This revealed compounds that disrupt a sub-network of MYCNA-specific regulatory proteins, resulting in MYCN degradation in vivo. The top hit was isopomiferin, a prenylated isoflavonoid that inhibited casein kinase 2 (CK2) in cells. Isopomiferin and its structural analogs inhibited MYC and MYCN in NBL and lung cancer cells, highlighting the general MYC-inhibiting potential of this unique scaffold.",Pending Annotation,Pending Annotation,Pending Annotation,"SRX22049731, SRX22049704, SRX22050109, SRX22050052, SRX22049928, SRX22049687, SRX22050077, SRX22049910, SRX22049926, SRX22050098, SRX22049943, SRX22050038, SRX22050117, SRX22050059, SRX22049776, SRX22050081, SRX22049603, SRX22049918, SRX22050004, SRX22049720, SRX22049711, SRP465509, SRX22049895, SRX22049839, SRX22050073, SRX22049837, SRX22050099, SRX22050110, SRX22050017, SRX22049634, SRX22049660, SRX22050071, SRX22049655, SRX22049795, SRX22049911, SRX22049957, SRX22050074, SRX22049840, SRX22049675, SRX22049784, SRX22050025, SRX22050102, SRX22049985, SRX22049774, SRX22050063, SRX22049737, SRX22049695, SRX22050112, SRX22049900, SRX22049722, SRX22049630, SRX22049983, SRX22049659, SRX22049618, SRX22049862, SRX22049773, SRX22049953, SRX22049610, SRX22049884, SRX22049817, SRX22049994, SRX22049680, SRX22049950, SRX22049852, SRX22049668, SRX22049961, SRX22049877, SRX22049856, SRX22049868, SRX22049762, SRX22049679, SRX22049692, SRX22049873, SRX22049940, SRX22049755, SRX22049710, SRX22049979, SRX22049987, SRX22049696, SRX22049749, SRX22049800, SRX22049921, SRX22049756, SRX22049627, SRX22049757, SRX22049689, SRX22049779, SRX22049715, SRX22050116, SRX22049871, SRX22049771, SRX22049879, SRX22049701, SRX22050072, SRX22049867, SRX22049791, SRX22049857, SRX22049966, SRX22049640, SRX22050078, SRX22049882, SRX22050044, SRX22049967, SRX22049604, SRX22049916, SRX22049845, SRX22049616, SRX22049746, SRX22049981, SRX22049614, SRX22049691, SRX22049683, SRX22049992, SRX22049864, SRX22050018, SRX22049914, SRX22049654, SRX22049628, SRX22049968, SRX22049843, SRX22049768, SRX22050121, SRX22049758, SRX22049743, SRX22049646, SRX22049632, SRX22050036, SRX22049796, SRX22049681, SRX22049663, SRX22049644, SRX22049694, SRX22049793, SRX22049788, SRX22050095, SRX22049870, SRX22049855, SRX22049619, SRX22049787, SRX22049799, SRX22050097, SRX22049849, SRX22049760, SRX22049633, SRX22049648, SRX22049744, SRX22049875, SRX22049935, SRX22049829, SRX22049963, SRX22049898, SRX22049891, SRX22049778, SRX22049975, SRX22049828, SRX22049917, SRX22049661, SRX22050050, SRX22049626, SRX22050093, SRX22049830, SRX22049949, SRX22049814, SRX22049607, SRX22049941, SRX22050055, SRX22049902, SRX22049748, SRX22049781, SRX22050016, SRX22049649, SRX22049664, SRX22049714, SRX22049810, SRX22049808, SRX22049798, SRX22049735, SRX22050089, SRX22049923, SRX22049724, SRX22049988, SRX22049822, SRX22049893, SRX22049813, SRX22049842, SRX22049725, SRX22049832, SRX22049956, SRX22050005, SRX22049730, SRX22050037, SRX22049919, SRX22049611, SRX22050006, SRX22049995, SRX22050113, SRX22049636, SRX22049766, SRX22049606, SRX22050033, SRX22049705, SRX22049903, SRX22049732, SRX22049960, SRX22049977, SRX22049984, SRX22049834, SRX22050069, SRX22050111, SRX22049792, SRX22050008, SRX22049653, SRX22050092, SRX22049794, SRX22050114, SRX22049625, SRX22049637, SRX22049874, SRX22049885, SRX22049780, SRX22049770, SRX22049971, SRX22049922, SRX22049836, SRX22050120, SRX22050034, SRX22049670, SRX22049685, SRX22049972, SRX22050101, SRX22049915, SRX22049930, SRX22049901, SRX22049740, SRX22049942, SRX22049765, SRX22050013, SRX22049609, SRX22049826, SRX22049945, SRX22049912, SRX22049812, SRX22050043, SRX22049913, SRX22049835, SRX22049965, SRX22049905, SRX22050010, SRX22050087, SRX22049693, SRX22049669, SRX22050119, SRX22049751, SRX22049947, SRX22049946, SRX22049703, SRX22049775, SRX22049820, SRX22049997, SRX22049801, SRX22050001, SRX22049982, SRX22049763, SRX22049850, SRX22049807, SRX22049999, SRX22049642, SRX22049790, SRX22050094, SRX22049904, SRX22049723, SRX22049708, SRX22049980, SRX22049605, SRX22050076, SRX22049709, SRX22049851, SRX22049876, SRX22049974, SRX22049678, SRX22050075, SRX22049831, SRX22049666, SRX22049865, SRX22049958, SRX22050091, SRX22049752, SRX22050023, SRX22049716, SRX22049897, SRX22050084, SRX22050035, SRX22049713, SRX22050029, SRX22049889, SRX22049676, SRX22050105, SRX22049954, SRX22049986, SRX22049872, SRX22049729, SRX22049754, SRX22050021, SRX22049888, SRX22049750, SRX22049677, SRX22050107, SRX22049769, SRX22050014, SRX22049998, SRX22049803, SRX22050115, SRX22049854, SRX22049920, SRX22050019, SRX22050108, SRX22050002, SRX22049718, SRX22049936, SRX22049657, SRX22050100, SRX22049656, SRX22050054, SRX22049638, SRX22050039, SRX22050080, SRX22049996, SRX22049978, SRX22049707, SRX22049887, SRX22049747, SRX22049860, SRX22049962, SRX22049727, SRX22049827, SRX22049838, SRX22049859, SRX22049699, SRX22049712, SRX22049733, SRX22049662, SRX22049665, SRX22050027, SRX22049848, SRX22049764, SRX22049869, SRX22050068, SRX22050090, SRX22049650, SRX22050024, SRX22049643, SRX22050104, SRX22049924, SRX22049880, SRX22049948, SRX22049652, SRX22049673, SRX22049745, SRX22050079, SRX22050057, SRX22049734, SRX22049937, SRX22049726, SRX22049617, SRX22049934, SRX22050041, SRX22049721, SRX22049907, SRX22049824, SRX22049964, SRX22049821, SRX22049777, SRX22050067, SRX22049621, SRX22050118, SRX22049785, SRX22049719, SRX22049944, SRX22049612, SRX22049955, SRX22049647, SRX22049929, GSE245006, SRX22050103, SRX22050058, SRX22049742, SRX22049739, SRX22049672, SRX22049818, SRX22050096, SRX22049861, SRX22049641, SRX22049805, SRX22049702, SRX22049883, SRX22049728, SRX22050066, SRX22050026, SRX22049844, SRX22049906, SRX22049858, SRX22049690, SRX22049976, SRX22050086, SRX22049909, SRX22049741, SRX22049847, SRX22050083, SRX22049753, SRX22049816, SRX22050022, SRX22049786, SRX22049645, SRX22050047, SRX22049809, SRX22049804, SRX22049951, SRX22050032, SRX22049706, SRX22050040, SRX22049767, SRX22050064, SRX22050082, SRX22049815, SRX22049890, SRX22049970, SRX22050106, SRX22049682, SRX22049825, SRX22049993, SRX22050046, SRX22049658, SRX22049802, SRX22050009, SRX22050020, SRX22049761, SRX22050053, SRX22049892, SRX22049896, SRX22049736, SRX22049698, SRX22049688, SRX22049629, SRX22049866, SRX22049952, SRX22049806, SRX22049846, SRX22049797, SRX22049931, SRX22050070, SRX22049782, SRX22049684, SRX22049624, SRX22049671, SRX22049623, SRX22049989, SRX22049620, SRX22049674, SRX22050007, SRX22050048, SRX22049833, SRX22049932, SRX22049925, SRX22049613, SRX22050042, SRX22050015, SRX22049938, SRX22049894, SRX22049990, SRX22050000, SRX22049783, SRX22050028, SRX22049939, SRX22049789, SRX22050051, SRX22049908, SRX22049973, SRX22050085, SRX22049881, SRX22049886, SRX22049631, SRX22050088, SRX22050062, SRX22049933, SRX22049717, SRX22050045, SRX22049667, SRX22049635, SRX22050060, SRX22049615, SRX22049899, SRX22050031, SRX22049863, SRX22050049, SRX22050011, SRX22050030, SRX22050061, SRX22049991, SRX22049927, SRX22049959, SRX22049622, SRX22049823, SRX22049738, SRX22049819, SRX22049853, SRX22050056, SRX22049772, SRX22049878, SRX22050012, SRX22049651, SRX22050065, SRX22049759, SRX22049639, SRX22049686, SRX22049608, SRX22049700, SRX22050003, SRX22049841, SRX22049811, SRX22049697, SRX22049969",Restricted Access,
PublicationView,CA254200,TEC,"Microenvironment, Platform Development",10.1210/endocr/bqad078,Endocrinology,37192413,https://pubmed.ncbi.nlm.nih.gov/37192413,Cancer Cell-Extrinsic Roles for the Androgen Receptor in Prostate Cancer,2023,"Androgen receptor, Muscle, Bone, metabolic syndrome, prostate cancer, Tumor Microenvironment, Adipose, cardiovascular","Andrew W Hahn, Bilal A Siddiqui, Javier Leo, Eleonora Dondossola, Kaitlin J Basham, Cindy K Miranti, Daniel E Frigo","Given the central role of the androgen receptor (AR) in prostate cancer cell biology, AR-targeted therapies have been the backbone of prostate cancer treatment for over 50 years. New data indicate that AR is expressed in additional cell types within the tumor microenvironment. Moreover, targeting AR for the treatment of prostate cancer has established side effects such as bone complications and an increased risk of developing cardiometabolic disease, indicating broader roles for AR. With the advent of novel technologies, such as single-cell approaches and advances in preclinical modeling, AR has been identified to have clinically significant functions in other cell types. In this mini-review, we describe new cancer cell-extrinsic roles for AR within the tumor microenvironment as well as systemic effects that collectively impact prostate cancer progression and patient outcomes.",Pending Annotation,Pending Annotation,Pending Annotation,,Restricted Access,
PublicationView,CA225566,PS-ON,Microenvironment,10.1016/j.cobme.2023.100483,Curr Opin Biomed Eng,38283102,https://pubmed.ncbi.nlm.nih.gov/38283102,A new function for nuclear lamins: providing surface tension to the nuclear drop,2023,,"Richard B Dickinson, Tanmay P Lele","The nuclear lamina, a conserved structure in metazoans, provides mechanical rigidity to the nuclear envelope. A decrease in lamin levels and/or lamin mutations are associated with a host of human diseases. Despite being only about 15 nm thick, perturbation of components of the nuclear lamina dramatically impacts the deformation response of the entire nucleus through mechanisms that are not well understood. Here we discuss evidence for the recently proposed 'nuclear drop' model that explains the role of A-type lamins in nuclear deformation in migrating cells. In this model, the nuclear lamina acts as an inextensible surface, supporting a surface tension when fully unfolded, that balances nuclear interior pressure. Much like a liquid drop surface where the molecularly thin interface governs surface tension and drop shape under external forces, the thin nuclear lamina imparts a surface tension on the nuclear drop to resist nuclear deformation as well as to establish nuclear shape. We discuss implications of the nuclear drop model for the function of this crucially important eukaryotic organelle.",Pending Annotation,Pending Annotation,Pending Annotation,,Restricted Access,
PublicationView,CA214411,TEC,"Microenvironment, Drug Resistance/Sensitivity, Heterogeneity",10.1021/acsbiomaterials.1c00741,ACS Biomater Sci Eng,34784170,https://pubmed.ncbi.nlm.nih.gov/34784170,"Recent Advances in Bioinspired Hydrogels: Materials, Devices, and Biosignal Computing",2023,"Biosensors, Diagnostics, Flexible Electronics, Wearable Devices, Bioinspired Hydrogels, Biosignal Computing","Yangzhi Zhu, Reihaneh Haghniaz, Martin C Hartel, Lei Mou, Xinyu Tian, Pamela Rosario Garrido, Zhuohong Wu, Taige Hao, Shenghan Guan, Samad Ahadian, Han-Jun Kim, Vadim Jucaud, Mehmet R Dokmeci, Ali Khademhosseini","The remarkable ability of biological systems to sense and adapt to complex environmental conditions has inspired new materials and novel designs for next-generation wearable devices. Hydrogels are being intensively investigated for their versatile functions in wearable devices due to their superior softness, biocompatibility, and rapid stimulus response. This review focuses on recent strategies for developing bioinspired hydrogel wearable devices that can accommodate mechanical strain and integrate seamlessly with biological systems. We will provide an overview of different types of bioinspired hydrogels tailored for wearable devices. Next, we will discuss the recent progress of bioinspired hydrogel wearable devices such as electronic skin and smart contact lenses. Also, we will comprehensively summarize biosignal readout methods for hydrogel wearable devices as well as advances in powering and wireless data transmission technologies. Finally, current challenges facing these wearable devices are discussed, and future directions are proposed.",Pending Annotation,Pending Annotation,Pending Annotation,,Restricted Access,
